account,region,country,is_diplomatic_outlet,is_state_media_outlet,is_confucius_institute,account_category,name,social_media_type,langs,link_or_handle,extracted_from_file,extracted_from_col,lookup.twitter.user/verified,lookup.lookup.crowdtangle.account/verified,lookup.twitter.user/createdAt,combined/userHandle,combined/uniqueUserId
PeopleArabic,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['arabic'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2012-12-12T07:06:28.000Z,tw-PeopleArabic,tw-1005773462
PuebloEnLnea,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['spanish'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2012-12-12T07:19:53.000Z,tw-PuebloEnLnea,tw-1005789878
RenminDeutsch,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['german'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2014-05-26T01:14:33.000Z,tw-RenminDeutsch,tw-2523812532
ShanghaiEye,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2015-10-16T06:24:19.000Z,tw-ShanghaiEye,tw-3910925474
SixthTone,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2016-02-11T08:03:56.000Z,tw-SixthTone,tw-4891767710
SpokespersonCHN,Asia Pacific,CHINA,Diplomatic outlet,0,0,Ministry official,ministry_official_twitter_handle,tw,"['english', 'mandarin']",handle,ChinaSocialMedia20200928.xlsx,Ministry official Twitter handle,True,,2019-10-14T10:56:54.000Z,tw-SpokespersonCHN,tw-1183698123719200768
SpokespersonHZM,Asia Pacific,CHINA,Diplomatic outlet,0,0,Ministry official,ministry_official_twitter_handle,tw,"['english', 'mandarin']",handle,ChinaSocialMedia20200928.xlsx,Ministry official Twitter handle,False,,2020-04-01T06:50:39.000Z,tw-SpokespersonHZM,tw-1245242068110213120
TSUCI_,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2013-11-21T16:32:19.000Z,tw-TSUCI_,tw-2207458117
Troy_CI,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2017-05-11T20:25:10.000Z,tw-Troy_CI,tw-862765544688291841
UCL_IOE_CI,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2011-05-24T09:23:35.000Z,tw-UCL_IOE_CI,tw-304314830
UCLan_CI,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2011-07-12T15:50:28.000Z,tw-UCLan_CI,tw-334105131
UDCONFUCIUS,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2015-09-29T19:01:00.000Z,tw-UDCONFUCIUS,tw-3817253663
UKConfucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2014-05-24T13:46:33.000Z,tw-UKConfucius,tw-2520513692
WKYConfucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2014-08-29T03:39:44.000Z,tw-WKYConfucius,tw-2777742259
WSUConfucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2012-11-29T20:52:33.000Z,tw-WSUConfucius,tw-979146277
WVUCI,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2017-04-19T19:03:50.000Z,tw-WVUCI,tw-854772542816628738
WangXianfeng8,Asia-Pacific,PAKISTAN,Diplomatic outlet,0,0,Chinese Press Officer,chinese_press_officer_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Chinese Press Officer Twitter handle,False,,2019-05-01T10:03:51.000Z,tw-WangXianfeng8,tw-1123528448331456512
WanmingYang,Americas,BRAZIL,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,True,,2015-11-04T19:23:12.000Z,tw-WanmingYang,tw-4114061121
XHJapanese,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['japanese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2015-03-16T13:22:09.000Z,tw-XHJapanese,tw-3089531347
XHMyanmar,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['burmese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2015-02-21T03:04:06.000Z,tw-XHMyanmar,tw-3033801332
XHNews,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2012-02-09T01:10:18.000Z,tw-XHNews,tw-487118986
XHNorthAmerica,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2016-12-05T14:26:51.000Z,tw-XHNorthAmerica,tw-805780479496568832
XHSports,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2016-05-27T07:47:23.000Z,tw-XHSports,tw-736101479715614720
XHSwahili,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['swahili'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2015-07-14T08:02:54.000Z,tw-XHSwahili,tw-3375411646
XHdeutsch,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['german'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2015-09-22T17:22:31.000Z,tw-XHdeutsch,tw-3740852061
XHespanol,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['spanish'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2012-07-28T22:46:53.000Z,tw-XHespanol,tw-722950850
XHportugues,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['portuguese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2015-09-15T23:53:58.000Z,tw-XHportugues,tw-3576724694
XinhuaChinese,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['chinese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2015-08-19T07:37:55.000Z,tw-XinhuaChinese,tw-3319804777
XinhuaTravel,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2019-02-22T09:01:16.000Z,tw-XinhuaTravel,tw-1098870327017271296
YXiusheng,Americas,BARBADOS,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2020-04-01T23:44:41.000Z,tw-YXiusheng,tw-1245496544557703173
Yiwen_zh,Americas,CUBA,Diplomatic outlet,0,0,Deputy chief of mission,deputy_chief_of_mission_twitter_handle,tw,"['n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Deputy chief of mission Twitter handle,False,,2015-11-20T18:35:30.000Z,tw-yiwen_zh,tw-4236451217
ambchinetchad,Africa,CHAD,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['french', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-09-26T14:06:43.000Z,tw-ambchinetchad,tw-1177222911918247938
caixin,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2010-01-12T12:17:38.000Z,tw-caixin,tw-104146203
cctvarabic,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['arabic'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2012-07-24T06:31:39.000Z,tw-cctvarabic,tw-713808776
cgtnafrica,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2012-06-27T09:53:26.000Z,tw-cgtnafrica,tw-619855057
