"link_or_handle","csvId","langs","social_media_type","extracted_from_col","name","account","extracted_from_file"
"link","157","['english', 'chinese', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/Chinaemb.SG/","ChinaSocialMedia20200928.xlsx"
"link","158","['english', 'n/a', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/ChinaEmbSVK/","ChinaSocialMedia20200928.xlsx"
"link","159","['english', 'chinese', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/chinainsa/","ChinaSocialMedia20200928.xlsx"
"link","160","['english', 'n/a', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/chinaemb.ss/","ChinaSocialMedia20200928.xlsx"
"link","161","['thai', 'n/a', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/ChineseEmbassyinBangkok/","ChinaSocialMedia20200928.xlsx"
"link","162","['arabic', 'chinese', 'french']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/AmbassadedeChineenTunisie/","ChinaSocialMedia20200928.xlsx"
"link","163","['turkish', 'english', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/ChinaEmbTurkey/","ChinaSocialMedia20200928.xlsx"
"link","164","['english', 'n/a', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/Chinese.Emb.Uga/","ChinaSocialMedia20200928.xlsx"
"link","165","['ukrainian', 'english', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/chinaembua/","ChinaSocialMedia20200928.xlsx"
"link","166","['english', 'n/a', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/ChineseEmbassyinUS/","ChinaSocialMedia20200928.xlsx"
"link","167","['english', 'n/a', 'n/a']","fb","Main Facebook Page Link","chinese_embassy_facebook_page_link","https://www.facebook.com/www.chinaembassy.org.zw/","ChinaSocialMedia20200928.xlsx"
"handle","168","['french']","tw","Consul General Twitter handle","consul_general_twitter_handle","consulat_de","ChinaSocialMedia20200928.xlsx"
"handle","169","['french']","tw","Consul General Twitter handle","consul_general_twitter_handle","China_Lyon","ChinaSocialMedia20200928.xlsx"
"handle","170","['english']","tw","Consul General Twitter handle","consul_general_twitter_handle","CGZhangPingLA","ChinaSocialMedia20200928.xlsx"
"handle","171","['english', 'n/a']","tw","CG/Mission Twitter handle","cg_mission_twitter_handle","chinaconsydney","ChinaSocialMedia20200928.xlsx"
"handle","172","['spanish', 'n/a']","tw","CG/Mission Twitter handle","cg_mission_twitter_handle","ConsuladoCHNSC","ChinaSocialMedia20200928.xlsx"
"handle","173","['english', 'n/a']","tw","CG/Mission Twitter handle","cg_mission_twitter_handle","ChinaCGCalgary","ChinaSocialMedia20200928.xlsx"
"handle","174","['english', 'french']","tw","CG/Mission Twitter handle","cg_mission_twitter_handle","ChinaCGMTL","ChinaSocialMedia20200928.xlsx"
"handle","175","['german', 'n/a']","tw","CG/Mission Twitter handle","cg_mission_twitter_handle","GeneralkonsulDu","ChinaSocialMedia20200928.xlsx"
"handle","176","['english', 'n/a']","tw","CG/Mission Twitter handle","cg_mission_twitter_handle","chinacgedi","ChinaSocialMedia20200928.xlsx"
"handle","177","['english', 'n/a']","tw","CG/Mission Twitter handle","cg_mission_twitter_handle","ConsulateSan","ChinaSocialMedia20200928.xlsx"
"handle","178","['english', 'n/a']","tw","CG/Mission Twitter handle","cg_mission_twitter_handle","ChinaConsulate","ChinaSocialMedia20200928.xlsx"
"handle","179","['english']","fb","Consulate General Facebook handle","consulate_general_facebook_handle","chineseconsulatesf","ChinaSocialMedia20200928.xlsx"
"handle","180","['english']","fb","Consulate General Facebook handle","consulate_general_facebook_handle","ChinaConsulateCHGO","ChinaSocialMedia20200928.xlsx"
"handle","181","['english']","fb","Consulate General Facebook handle","consulate_general_facebook_handle","ChineseConsulateLA","ChinaSocialMedia20200928.xlsx"
"handle","182","['english']","fb","Consulate General Facebook handle","consulate_general_facebook_handle","chinaconsulNY","ChinaSocialMedia20200928.xlsx"
"handle","183","['english', 'mandarin']","tw","Ministry official Twitter handle","ministry_official_twitter_handle","zlj517","ChinaSocialMedia20200928.xlsx"
"handle","184","['english', 'mandarin']","tw","Ministry official Twitter handle","ministry_official_twitter_handle","SpokespersonCHN","ChinaSocialMedia20200928.xlsx"
"handle","185","['english', 'mandarin']","tw","Ministry official Twitter handle","ministry_official_twitter_handle","MFA_China","ChinaSocialMedia20200928.xlsx"
"handle","186","['english', 'mandarin']","tw","Ministry official Twitter handle","ministry_official_twitter_handle","chinascio","ChinaSocialMedia20200928.xlsx"
"handle","187","['english', 'mandarin']","tw","Ministry official Twitter handle","ministry_official_twitter_handle","SpokespersonHZM","ChinaSocialMedia20200928.xlsx"
"handle","188","['english', 'mandarin']","tw","Ministry official Twitter handle","ministry_official_twitter_handle","cidcaofficial","ChinaSocialMedia20200928.xlsx"
"handle","189","['english', 'mandarin']","tw","Ministry official Twitter handle","ministry_official_twitter_handle","FuCong17","ChinaSocialMedia20200928.xlsx"
"handle","190","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","CGTNOfficial","ChinaSocialMedia20200928.xlsx"
"handle","191","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","caixin","ChinaSocialMedia20200928.xlsx"
"handle","192","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHNews","ChinaSocialMedia20200928.xlsx"
"handle","193","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","PDChinaHK","ChinaSocialMedia20200928.xlsx"
"handle","194","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","ChinaDaily","ChinaSocialMedia20200928.xlsx"
"handle","195","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","globaltimesnews","ChinaSocialMedia20200928.xlsx"
"handle","196","['chinese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XinhuaChinese","ChinaSocialMedia20200928.xlsx"
"handle","197","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","chinaorgcn","ChinaSocialMedia20200928.xlsx"
"handle","198","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","CCTV","ChinaSocialMedia20200928.xlsx"
"handle","199","['french']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","CGTNFrancais","ChinaSocialMedia20200928.xlsx"
"handle","200","['chinese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","PDChinese","ChinaSocialMedia20200928.xlsx"
"handle","201","['arabic']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","cgtnarabic","ChinaSocialMedia20200928.xlsx"
"handle","202","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHSports","ChinaSocialMedia20200928.xlsx"
"handle","203","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","Echinanews","ChinaSocialMedia20200928.xlsx"
"handle","204","['spanish']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","cgtnenespanol","ChinaSocialMedia20200928.xlsx"
"handle","205","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XinhuaTravel","ChinaSocialMedia20200928.xlsx"
"handle","206","['chinese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","CNS1952","ChinaSocialMedia20200928.xlsx"
"handle","207","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","FlyOverChina","ChinaSocialMedia20200928.xlsx"
"handle","208","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","shanghaidaily","ChinaSocialMedia20200928.xlsx"
"handle","209","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","cgtnamerica","ChinaSocialMedia20200928.xlsx"
"handle","210","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","yicaichina","ChinaSocialMedia20200928.xlsx"
"handle","211","['chinese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","Guangming_Daily","ChinaSocialMedia20200928.xlsx"
"handle","212","['spanish']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","PuebloEnLnea","ChinaSocialMedia20200928.xlsx"
"handle","213","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","cgtnafrica","ChinaSocialMedia20200928.xlsx"
"handle","214","['arabic']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","PeopleArabic","ChinaSocialMedia20200928.xlsx"
"handle","215","['spanish']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHespanol","ChinaSocialMedia20200928.xlsx"
"handle","216","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","BeijingReview","ChinaSocialMedia20200928.xlsx"
"handle","217","['french']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","french_renmin","ChinaSocialMedia20200928.xlsx"
"handle","218","['french']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","CriFrancais","ChinaSocialMedia20200928.xlsx"
"handle","219","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","SixthTone","ChinaSocialMedia20200928.xlsx"
"handle","220","['japanese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHJapanese","ChinaSocialMedia20200928.xlsx"
"handle","221","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHNorthAmerica","ChinaSocialMedia20200928.xlsx"
"handle","222","['japanese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","peopledailyJP","ChinaSocialMedia20200928.xlsx"
"handle","223","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","ShanghaiEye","ChinaSocialMedia20200928.xlsx"
"handle","224","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","ChinaDailyAsia","ChinaSocialMedia20200928.xlsx"
"handle","225","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","CCTV_Plus","ChinaSocialMedia20200928.xlsx"
"handle","226","['german']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","RenminDeutsch","ChinaSocialMedia20200928.xlsx"
"handle","227","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","Chinacultureorg","ChinaSocialMedia20200928.xlsx"
"handle","228","['japanese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","CRIjpn","ChinaSocialMedia20200928.xlsx"
"handle","229","['chinese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","GlobalTimes_CN","ChinaSocialMedia20200928.xlsx"
"handle","230","['french']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","Chine Nouvelle","ChinaSocialMedia20200928.xlsx"
"handle","231","['burmese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHMyanmar","ChinaSocialMedia20200928.xlsx"
"handle","232","['portuguese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHportugues","ChinaSocialMedia20200928.xlsx"
"handle","233","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","ChinaDailyEU","ChinaSocialMedia20200928.xlsx"
"handle","234","['swahili']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHSwahili","ChinaSocialMedia20200928.xlsx"
"handle","235","['chinese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","ChinaYouthOL","ChinaSocialMedia20200928.xlsx"
"handle","236","['chinese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","Chinadaily_CH","ChinaSocialMedia20200928.xlsx"
"handle","237","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","CGTNEurope","ChinaSocialMedia20200928.xlsx"
"handle","238","['chinese']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","thepapercn","ChinaSocialMedia20200928.xlsx"
"handle","239","['german']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","XHdeutsch","ChinaSocialMedia20200928.xlsx"
"handle","240","['arabic']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","cctvarabic","ChinaSocialMedia20200928.xlsx"
"handle","241","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","ChinaScience","ChinaSocialMedia20200928.xlsx"
"handle","242","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","PDChinaBusiness","ChinaSocialMedia20200928.xlsx"
"handle","243","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","PDChinaLife","ChinaSocialMedia20200928.xlsx"
"handle","244","['english']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","ChinaPlusNews","ChinaSocialMedia20200928.xlsx"
"handle","245","['arabic']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","criarabic","ChinaSocialMedia20200928.xlsx"
"handle","246","['arabic']","tw","Media outlet Twitter handle","media_outlet_twitter_handle","ArabicOrg","ChinaSocialMedia20200928.xlsx"
"handle","247","['arabic']","fb","Media outlet Facebook handle","media_outlet_facebook_handle","cgtnarabic","ChinaSocialMedia20200928.xlsx"
"handle","248","['arabic']","fb","Media outlet Facebook handle","media_outlet_facebook_handle","peoplearabic","ChinaSocialMedia20200928.xlsx"
"handle","249","['arabic']","fb","Media outlet Facebook handle","media_outlet_facebook_handle","criarabic1","ChinaSocialMedia20200928.xlsx"
"handle","250","['arabic']","fb","Media outlet Facebook handle","media_outlet_facebook_handle","ChinaorgcnArabic","ChinaSocialMedia20200928.xlsx"
"handle","251","['russian']","tw","Institute Twitter handle","institute_twitter_handle","MSLU_BY","ChinaSocialMedia20200928.xlsx"
"handle","252","['japanese']","tw","Institute Twitter handle","institute_twitter_handle","kogakuin_cik","ChinaSocialMedia20200928.xlsx"
"handle","253","['english']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusMCR","ChinaSocialMedia20200928.xlsx"
"handle","254","['english']","tw","Institute Twitter handle","institute_twitter_handle","OBUConfucius","ChinaSocialMedia20200928.xlsx"
"handle","255","['english']","tw","Institute Twitter handle","institute_twitter_handle","CI4Scotland","ChinaSocialMedia20200928.xlsx"
"handle","256","['english']","tw","Institute Twitter handle","institute_twitter_handle","Confucius_HWU","ChinaSocialMedia20200928.xlsx"
"handle","257","['english']","tw","Institute Twitter handle","institute_twitter_handle","Confucius_UoS","ChinaSocialMedia20200928.xlsx"
"handle","258","['english']","tw","Institute Twitter handle","institute_twitter_handle","LeedsConfucius","ChinaSocialMedia20200928.xlsx"
"handle","259","['english']","tw","Institute Twitter handle","institute_twitter_handle","UCL_IOE_CI","ChinaSocialMedia20200928.xlsx"
"handle","260","['english']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusAbUni","ChinaSocialMedia20200928.xlsx"
"handle","261","['english']","tw","Institute Twitter handle","institute_twitter_handle","confuciusedgehi","ChinaSocialMedia20200928.xlsx"
"handle","262","['english']","tw","Institute Twitter handle","institute_twitter_handle","DMU_CI","ChinaSocialMedia20200928.xlsx"
"handle","263","['english']","tw","Institute Twitter handle","institute_twitter_handle","GoldsmithsCI","ChinaSocialMedia20200928.xlsx"
"handle","264","['english']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusTmt","ChinaSocialMedia20200928.xlsx"
"handle","265","['english']","tw","Institute Twitter handle","institute_twitter_handle","Lancaster_CI","ChinaSocialMedia20200928.xlsx"
"handle","266","['english']","tw","Institute Twitter handle","institute_twitter_handle","CIforTCMLondon","ChinaSocialMedia20200928.xlsx"
"handle","267","['english']","tw","Institute Twitter handle","institute_twitter_handle","nottingham_ci","ChinaSocialMedia20200928.xlsx"
"handle","268","['english']","tw","Institute Twitter handle","institute_twitter_handle","CardiffCI","ChinaSocialMedia20200928.xlsx"
"handle","269","['english']","tw","Institute Twitter handle","institute_twitter_handle","UCLan_CI","ChinaSocialMedia20200928.xlsx"
"handle","270","['english']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusTSD","ChinaSocialMedia20200928.xlsx"
"handle","271","['english']","tw","Institute Twitter handle","institute_twitter_handle","CISSStrathclyde","ChinaSocialMedia20200928.xlsx"
"handle","272","['english']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusBangor","ChinaSocialMedia20200928.xlsx"
"handle","273","['english']","tw","Institute Twitter handle","institute_twitter_handle","HullConfucius","ChinaSocialMedia20200928.xlsx"
"handle","274","['english']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusCovuni","ChinaSocialMedia20200928.xlsx"
"handle","275","['english']","tw","Institute Twitter handle","institute_twitter_handle","wmconfucius","ChinaSocialMedia20200928.xlsx"
"handle","276","['english']","tw","Institute Twitter handle","institute_twitter_handle","ChinaInstitute_","ChinaSocialMedia20200928.xlsx"
"handle","277","['english']","tw","Institute Twitter handle","institute_twitter_handle","Confuciusinsti","ChinaSocialMedia20200928.xlsx"
"handle","278","['english']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusUNL","ChinaSocialMedia20200928.xlsx"
"handle","279","['english']","tw","Institute Twitter handle","institute_twitter_handle","WSUConfucius","ChinaSocialMedia20200928.xlsx"
"handle","280","['english']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusNJCU","ChinaSocialMedia20200928.xlsx"
"handle","281","['english']","tw","Institute Twitter handle","institute_twitter_handle","CI_MiamiUniv","ChinaSocialMedia20200928.xlsx"
"handle","282","['english']","tw","Institute Twitter handle","institute_twitter_handle","Troy_CI","ChinaSocialMedia20200928.xlsx"
"handle","283","['english']","tw","Institute Twitter handle","institute_twitter_handle","uofuci","ChinaSocialMedia20200928.xlsx"
"handle","284","['english']","tw","Institute Twitter handle","institute_twitter_handle","ua_confucius","ChinaSocialMedia20200928.xlsx"
"handle","285","['english']","tw","Institute Twitter handle","institute_twitter_handle","HISD_Confucius","ChinaSocialMedia20200928.xlsx"
"handle","286","['n/a']","tw","Institute Twitter handle","institute_twitter_handle","BCPSConfucius","ChinaSocialMedia20200928.xlsx"
"handle","287","['english']","tw","Institute Twitter handle","institute_twitter_handle","TSUCI_","ChinaSocialMedia20200928.xlsx"
"handle","288","['n/a']","tw","Institute Twitter handle","institute_twitter_handle","CIMason1","ChinaSocialMedia20200928.xlsx"
"handle","289","['english']","tw","Institute Twitter handle","institute_twitter_handle","GWConfucius","ChinaSocialMedia20200928.xlsx"
"handle","290","['n/a']","tw","Institute Twitter handle","institute_twitter_handle","ConfuciusIdaho","ChinaSocialMedia20200928.xlsx"
"handle","291","['english']","tw","Institute Twitter handle","institute_twitter_handle","confuciusbiz","ChinaSocialMedia20200928.xlsx"
"handle","292","['english']","tw","Institute Twitter handle","institute_twitter_handle","UKConfucius","ChinaSocialMedia20200928.xlsx"
"handle","293","['english']","tw","Institute Twitter handle","institute_twitter_handle","UDCONFUCIUS","ChinaSocialMedia20200928.xlsx"
"handle","294","['english']","tw","Institute Twitter handle","institute_twitter_handle","WVUCI","ChinaSocialMedia20200928.xlsx"
"handle","295","['english']","tw","Institute Twitter handle","institute_twitter_handle","CI_UNCCharlotte","ChinaSocialMedia20200928.xlsx"
"handle","296","['english']","tw","Institute Twitter handle","institute_twitter_handle","WKYConfucius","ChinaSocialMedia20200928.xlsx"
"link","297","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/konfuziusinstitut/","ChinaSocialMedia20200928.xlsx"
"link","298","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/groups/1042824942404464","ChinaSocialMedia20200928.xlsx"
"link","299","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/confuciusbntu/","ChinaSocialMedia20200928.xlsx"
"link","300","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CIRAC.edu","ChinaSocialMedia20200928.xlsx"
"link","301","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/Konfuzius-Institut-Bremen-594335587309645","ChinaSocialMedia20200928.xlsx"
"link","302","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/konfuziusinstitutBonn","ChinaSocialMedia20200928.xlsx"
"link","303","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/akigoettingen","ChinaSocialMedia20200928.xlsx"
"link","304","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/KonfuziusInstitutMetropoleRuhr","ChinaSocialMedia20200928.xlsx"
"link","305","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/Konfuzius-Institut-D%C3%BCsseldorf-326835230687091","ChinaSocialMedia20200928.xlsx"
"link","306","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/KonfuziusInstitutFrankfurt","ChinaSocialMedia20200928.xlsx"
"link","307","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/konfuziusinstituthamburg","ChinaSocialMedia20200928.xlsx"
"link","308","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/leibniz.konfuzius","ChinaSocialMedia20200928.xlsx"
"link","309","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/konfuziusinstitutleipzig","ChinaSocialMedia20200928.xlsx"
"link","310","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/KonfuziusInstitutTrier","ChinaSocialMedia20200928.xlsx"
"link","311","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/Konfuzius-Institut-an-der-Universit%C3%A4t-Heidelberg-e-V-787435294604775","ChinaSocialMedia20200928.xlsx"
"link","312","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/Konfuzius-Institut-an-der-Universit%C3%A4t-Freiburg-eV-641341015921819","ChinaSocialMedia20200928.xlsx"
"link","313","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ConfuciusInstituteMunich","ChinaSocialMedia20200928.xlsx"
"link","314","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/Konfuzius-Institut-Paderborn-1229357313751054","ChinaSocialMedia20200928.xlsx"
"link","315","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/audikonfuziusinstitutingolstadt","ChinaSocialMedia20200928.xlsx"
"link","316","['german', 'english']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/Konfuzius-Institut-Stralsund-100451061675916","ChinaSocialMedia20200928.xlsx"
"link","317","['german', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/KonfuziusInstitutNuernbergErlangen","ChinaSocialMedia20200928.xlsx"
"link","318","['japanese', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/%E5%B7%A5%E5%AD%A6%E9%99%A2%E5%A4%A7%E5%AD%A6%E5%AD%94%E5%AD%90%E5%AD%A6%E9%99%A2-213615678678992/","ChinaSocialMedia20200928.xlsx"
"link","319","['romanian', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/icmoldova","ChinaSocialMedia20200928.xlsx"
"link","320","['russian', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/confucius.info","ChinaSocialMedia20200928.xlsx"
"link","321","['russian', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/knlukongzixueyuan","ChinaSocialMedia20200928.xlsx"
"link","322","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ConfuciusMCR","ChinaSocialMedia20200928.xlsx"
"link","323","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/BrookesConfuciusInstitute/","ChinaSocialMedia20200928.xlsx"
"link","324","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CIScotland/","ChinaSocialMedia20200928.xlsx"
"link","325","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/SCIBC/","ChinaSocialMedia20200928.xlsx"
"link","326","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/SheffieldCI/","ChinaSocialMedia20200928.xlsx"
"link","327","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/BCIUL/","ChinaSocialMedia20200928.xlsx"
"link","328","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/UCLIOEConfuciusInstitute/","ChinaSocialMedia20200928.xlsx"
"link","329","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/SotonCI/","ChinaSocialMedia20200928.xlsx"
"link","330","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/confuciusinstituteaberdeen/","ChinaSocialMedia20200928.xlsx"
"link","331","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CIBLLSE/","ChinaSocialMedia20200928.xlsx"
"link","332","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/LancsUniCI/","ChinaSocialMedia20200928.xlsx"
"link","333","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ConfuciusInstitute4TCM/","ChinaSocialMedia20200928.xlsx"
"link","334","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/nottinghamci/","ChinaSocialMedia20200928.xlsx"
"link","335","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CardiffConfuciusInstitute/","ChinaSocialMedia20200928.xlsx"
"link","336","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/UCLanConfuciusInstitute/","ChinaSocialMedia20200928.xlsx"
"link","337","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/confuciusheritage/","ChinaSocialMedia20200928.xlsx"
"link","338","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CIatGlasgowUni/","ChinaSocialMedia20200928.xlsx"
"link","339","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/cissstrathclyde/","ChinaSocialMedia20200928.xlsx"
"link","340","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/bangorconfuciusinstitute/","ChinaSocialMedia20200928.xlsx"
"link","341","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/hullconfuciusinstitute/","ChinaSocialMedia20200928.xlsx"
"link","342","['english', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/QMULCI/","ChinaSocialMedia20200928.xlsx"
"link","343","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/wmconfuciusinstitute/","ChinaSocialMedia20200928.xlsx"
"link","344","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/chinainstitute/","ChinaSocialMedia20200928.xlsx"
"link","345","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ConfuciusInstituteAtMichiganStateUniversity/","ChinaSocialMedia20200928.xlsx"
"link","346","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/us.china.institute.bryantuniversity/","ChinaSocialMedia20200928.xlsx"
"link","347","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/UCLA.CI/","ChinaSocialMedia20200928.xlsx"
"link","348","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ciucdavis/","ChinaSocialMedia20200928.xlsx"
"link","349","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/PortlandState.Confucius.Institute/","ChinaSocialMedia20200928.xlsx"
"link","350","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/CCDEdu#_ga=2.179842850.766091689.1598087978-1307792581.1598087978","ChinaSocialMedia20200928.xlsx"
"link","351","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/confuciusunl","ChinaSocialMedia20200928.xlsx"
"link","352","['n/a', 'n/a']","fb","Facebook link","institute_facebook_link","https://www.facebook.com/ciwsu/","ChinaSocialMedia20200928.xlsx"
